00
2016-09-12	TIP	1.0	0.0
2017-09-19	TIP	1.0	0.18647196888923645
2020-09-28	EEM	1.0	0.0
01
2016-03-02	VEA	1.0	0.0
2016-03-28	EEM	1.0	0.0
2016-05-11	TLT	1.0	0.021276958286762238
2016-06-01	EQL	1.0	0.0
2016-11-29	EQL	1.0	0.0
2017-07-31	EEM	1.0	0.0
2018-03-14	TLT	1.0	0.0
2019-03-14	TLT	1.0	0.0
2020-06-30	VEA	1.0	0.0
2020-07-14	EQL	1.0	0.0
2020-08-04	VTI	1.0	0.5913584232330322
2020-12-15	EEM	1.0	0.0
02
2016-03-01	VEA	1.0	0.0
2016-06-08	VNQ	1.0	0.0
2016-08-03	TLT	1.0	0.0
2016-11-25	TLT	1.0	0.49230414628982544
2017-12-19	TLT	1.0	0.0
2018-01-08	VNQ	1.0	0.0
2018-04-10	TLT	1.0	0.0
2018-06-27	VEA	1.0	0.0
2019-09-26	TLT	1.0	0.0
2020-03-26	VEA	1.0	0.0
2020-04-01	CROC	1.0	0.0
2020-04-08	VTI	1.0	0.0
2021-10-01	EEM	1.0	0.0
2021-10-08	CROC	1.0	0.0
03
2016-04-12	EEM	1.0	0.0
2016-05-10	TLT	1.0	0.0
2016-05-31	EEM	1.0	0.0
2016-06-27	VEA	1.0	0.0
2016-11-14	TIP	1.0	0.0
2017-08-07	TIP	1.0	0.0
2018-02-15	TIP	1.0	0.0
2018-04-18	EEM	1.0	0.0
2018-11-29	TLT	1.0	0.0
2018-12-27	VEA	1.0	0.0
2019-10-18	TLT	1.0	0.0
2020-08-24	TIP	1.0	0.0
2020-09-01	VTI	1.0	0.0
2021-04-20	VTI	1.0	0.2516705095767975
2021-05-19	EEM	1.0	0.0
2021-09-10	EEM	1.0	0.0
04
2016-09-20	EEM	1.0	0.0
2016-10-13	VNQ	1.0	0.0
2016-12-14	TLT	1.0	0.0
2018-08-30	EEM	1.0	0.0
2019-10-10	EEM	1.0	0.0
2019-10-18	TIP	1.0	0.0
2020-10-13	EEM	1.0	0.0
05
2017-04-04	EEM	1.0	0.0
2017-11-03	TLT	1.0	0.0
2018-05-04	EEM	1.0	0.0
2018-05-15	TIP	1.0	0.0
2018-12-13	TLT	1.0	0.0
2019-08-21	TLT	1.0	0.0
2019-10-08	EEM	1.0	0.0
2020-10-12	EEM	1.0	0.0
2020-11-04	EEM	1.0	0.0
2021-03-02	EEM	1.0	0.0
2021-07-19	EEM	1.0	0.0
2021-09-16	TLT	1.0	0.0
06
2016-05-23	TIP	1.0	0.0
2016-09-13	VTI	1.0	0.0
2017-03-06	VEA	1.0	0.0
2017-06-27	TLT	1.0	0.0
2018-04-06	EEM	1.0	0.0
2018-06-18	EEM	1.0	0.0
2019-05-22	TIP	1.0	0.0
2020-03-23	VNQ	1.0	0.0
2020-10-16	TLT	1.0	0.04448288306593895
07
2016-01-26	TLT	1.0	0.13218414783477783
2016-02-02	EEM	1.0	0.0
2016-03-28	TIP	1.0	0.9306836128234863
2017-04-11	VTI	1.0	0.0
2019-02-28	EEM	1.0	0.0
2019-04-03	TIP	1.0	0.0
2019-09-25	FNY	1.0	0.0
