00
2017-06-30	VTI	1.0	0.0
2018-04-20	VTI	1.0	0.0
2018-11-08	TLT	1.0	0.6604628562927246
2020-02-27	TIP	1.0	0.0
2020-09-28	EEM	1.0	0.0
2021-07-29	EEM	1.0	0.696542501449585
2021-10-26	VEA	1.0	0.0
01
2016-12-15	VNQ	1.0	0.0
2017-10-05	EEM	1.0	0.0
2018-04-20	SPGP	1.0	0.0
2019-05-13	VNQ	1.0	0.15170693397521973
2019-08-30	SPGP	1.0	0.0
2020-03-20	EEM	1.0	0.0
2020-04-17	SPGP	1.0	0.0
2020-11-16	VEA	1.0	0.0
2021-09-10	VEA	1.0	0.0
2021-09-14	TIP	1.0	0.0
2021-09-21	SPGP	1.0	0.0
02
2016-03-01	VEA	1.0	0.0
2016-06-01	VEA	1.0	0.05943349003791809
2016-06-08	VTI	1.0	0.0
2016-08-03	TLT	1.0	0.0
2016-11-25	TLT	1.0	0.592872142791748
2017-02-28	EEM	1.0	0.0
2017-12-19	EEM	1.0	0.1709461808204651
2018-01-08	VNQ	1.0	0.0
2018-04-10	TLT	1.0	0.0
2018-04-17	VNQ	1.0	0.0
2018-06-27	VEA	1.0	0.0
2018-11-07	VEA	1.0	0.0
2018-11-23	EEM	1.0	0.0
2019-09-26	TLT	1.0	0.0
2020-03-26	VEA	1.0	0.0
2020-04-01	EEM	1.0	0.0
2020-04-08	VTI	1.0	0.0
2021-10-08	EEM	1.0	0.0
03
2016-06-15	UUP	1.0	0.0
2017-04-21	VTI	1.0	0.0
2017-05-02	VTI	1.0	0.8305600881576538
2019-01-31	VEA	1.0	0.30997779965400696
2019-02-22	TIP	1.0	0.0
2019-06-11	TIP	1.0	0.0
2019-06-18	TIP	1.0	0.0
2021-12-10	VNQ	1.0	0.5988770127296448
04
2016-11-28	EEM	1.0	0.0
2017-08-15	EEM	1.0	0.05068451911211014
2017-09-01	TLT	1.0	0.04035128653049469
2018-04-11	VEA	1.0	0.245125874876976
2018-06-25	VNQ	1.0	0.0
2018-10-15	EEM	1.0	0.0
2018-12-03	TIP	1.0	0.0
2019-03-15	VNQ	1.0	0.0
2019-05-23	TLT	1.0	0.0
2020-02-04	VEA	1.0	0.0
2020-04-03	TIP	1.0	0.0
2020-11-27	EEM	1.0	0.0
2021-01-05	VTI	1.0	0.0
2021-01-12	EEM	1.0	0.0
2021-03-19	EEM	1.0	0.0
05
2017-02-22	ROM	1.0	0.0
2017-05-05	EEM	1.0	0.0
2017-07-25	EEM	1.0	0.0
2017-07-28	ROM	1.0	0.0
2018-05-21	EEM	1.0	0.0
2018-12-12	EEM	1.0	0.0
2019-09-10	TLT	1.0	0.07456927746534348
2019-11-08	ROM	1.0	0.0
2020-05-21	VTI	1.0	0.0
2020-07-01	TIP	1.0	0.0
2020-08-21	EEM	1.0	0.0
2020-10-07	TLT	1.0	0.3147599697113037
2020-11-17	TIP	1.0	0.0
2021-02-18	ROM	1.0	1.0
2021-04-23	TIP	1.0	0.0
2021-05-10	ROM	1.0	0.0
2021-05-27	TIP	1.0	0.0
06
2016-04-25	TIP	1.0	0.0
2016-05-17	ROM	1.0	0.0
2016-06-09	ROM	1.0	0.0
2016-07-12	VTI	1.0	0.0
2016-09-27	VOOV	1.0	0.0
2016-12-16	VOOV	1.0	0.0
2017-04-03	VNQ	1.0	0.0
2017-05-16	ROM	1.0	0.0
2017-06-29	ROM	1.0	0.0
2017-12-20	ROM	1.0	0.0
2018-04-25	VNQ	1.0	0.0
2018-06-04	VTI	1.0	0.0
2018-06-25	ROM	1.0	0.0
2018-12-24	ROM	1.0	0.0
2019-06-04	TIP	1.0	0.0
2019-07-26	TIP	1.0	0.0
2019-10-10	TLT	1.0	0.0
2019-12-04	TIP	1.0	0.0
2020-07-08	TIP	1.0	0.0
2020-10-28	TLT	1.0	0.0
2020-12-14	ROM	1.0	0.0
2020-12-17	VTI	1.0	0.0
2021-01-28	TIP	1.0	0.0
2021-03-29	TIP	1.0	0.0
2021-12-29	TLT	1.0	0.26477378606796265
07
2016-07-22	VNQ	1.0	0.0
2017-04-13	ROM	1.0	0.039473630487918854
2018-04-24	KIE	1.0	0.0
2018-07-23	KIE	1.0	0.0
2018-09-12	ROM	1.0	0.707596480846405
2019-02-08	TLT	1.0	0.0
2019-03-19	TIP	1.0	0.0
2019-07-10	TLT	1.0	0.0
2019-09-04	KIE	1.0	0.27127090096473694
2019-10-21	TLT	1.0	0.0
2020-04-21	ROM	1.0	0.0
2021-03-30	TLT	1.0	0.0
2021-08-20	KIE	1.0	0.0
2021-10-05	TIP	1.0	0.0
2021-11-12	VNQ	1.0	0.5822543501853943
2021-12-22	VNQ	1.0	0.0
08
2016-01-21	ROM	1.0	0.0
2016-08-16	TIP	1.0	0.0
2017-08-02	VTI	1.0	0.0
2018-05-16	TIP	1.0	0.0
2018-05-22	VTI	1.0	0.0
2018-08-10	ROM	1.0	0.3443695604801178
2019-01-04	ROM	1.0	0.0
2019-09-20	TIP	1.0	0.11410782486200333
2020-07-24	ROM	1.0	0.0
2020-07-30	ROM	1.0	0.07125936448574066
2020-08-11	VTI	1.0	0.0
2020-08-26	ROM	1.0	0.20941831171512604
2020-11-18	VOOV	1.0	0.18731458485126495
2021-05-03	TIP	1.0	0.546757161617279
2021-08-02	VTI	1.0	0.0
09
2017-03-22	VOOV	1.0	0.0
2017-05-26	TLT	1.0	0.0
2017-07-13	ROM	1.0	0.0
2017-09-26	VNQ	1.0	0.0
2017-12-28	VOOV	1.0	0.0
2018-02-12	ROM	1.0	0.0
2019-03-26	TLT	1.0	0.0
2019-04-18	TIP	1.0	0.0
2019-05-03	ROM	1.0	0.0
2019-11-06	VNQ	1.0	0.0
2020-01-06	TLT	1.0	0.0
2020-12-24	TIP	1.0	0.0
2021-04-26	ROM	1.0	0.0
2021-08-11	TLT	1.0	0.09034615010023117
2021-08-27	VOOV	1.0	0.2778562605381012
2021-09-09	ROM	1.0	0.0
2021-10-22	ROM	1.0	0.1250346302986145
10
2016-06-29	TLT	1.0	0.0
2016-12-01	VTI	1.0	0.0
2018-02-20	TLT	1.0	0.0
2018-06-04	VTI	1.0	0.08137331902980804
